USN,Internal 1,Internal 2,Internal 3,Lab Marks,Assignment,Seminar(Discipline),Seminar(Report),Seminar(Presentation),Overall Feedback
4CB21CB645,15,16,14,7,8,3,5,10,Needs improvement in report writing and discipline.
4CB21CB646,13,14,12,5,6,3,4,8,Needs more focus on theory and practical work.
4CB21CB647,17,19,18,9,9,5,7,13,Strong performance in all areas; focus on report writing.
4CB21CB648,18,17,16,9,9,4,7,12,"Good in practicals, needs improvement in assignments and reports."
4CB21CB649,16,15,14,7,8,3,5,10,Needs more attention to presentations and reports.
4CB21CB650,14,17,15,8,9,4,6,12,"Strong in assignments, work on presentations and discipline."
4CB21CB651,18,19,18,10,10,5,8,15,"Excellent in all areas, maintain high standards."
4CB21CB652,18,17,16,9,9,5,7,13,"Consistent in lab and theory, but needs to work on presentations."
4CB21CB653,15,14,14,7,8,3,5,9,Needs work on discipline and presentation.
4CB21CB654,16,18,16,9,9,4,6,12,Good in lab and presentations; reports need improvement.
4CB21CB655,19,20,19,10,10,5,8,15,Outstanding performance across all categories.
4CB21CB656,13,15,14,5,6,3,4,8,Needs improvement in both assignments and presentations.
4CB21CB657,17,18,16,9,9,4,6,12,Needs more focus on reports and assignments.
4CB21CB658,16,14,15,7,8,4,5,10,Good performance overall; needs to focus on presentations.
4CB21CB659,14,17,15,8,9,4,6,12,"Shows good discipline, needs to work on reports."
4CB21CB660,13,15,12,6,7,3,5,9,Needs improvement in lab work and presentation skills.
4CB21CB661,19,18,17,9,9,5,7,13,Excellent work in lab and presentation.
4CB21CB662,16,16,15,8,9,4,6,12,"Consistent in theory, but needs to improve presentations."
4CB21CB663,14,15,13,6,6,3,5,9,Needs to focus more on assignments and presentations.
4CB21CB664,15,16,14,7,8,3,5,10,Needs more attention to reports and presentations.
4CB21CB665,14,13,12,5,6,3,4,8,Needs improvement in lab work and theory.
4CB21CB666,17,18,16,9,9,4,6,12,Shows good performance; work on report writing.
4CB21CB667,18,19,17,9,9,5,7,13,"Excellent lab work, needs improvement in reports and presentations."
4CB21CB668,16,17,15,8,9,4,6,11,"Good performance in all areas, needs work on presentations."
4CB21CB669,13,14,12,6,7,3,4,9,Needs more focus on theory and discipline.
4CB21CB670,13,14,12,6,7,3,4,9,Needs more focus on theory and discipline.
4CB21CB671,19,20,19,10,10,5,8,15,"Outstanding student, excellent work across all categories."
4CB21CB672,16,18,17,8,9,4,6,12,Good balance of lab work and theory; work on report writing.
4CB21CB673,14,15,13,6,7,3,5,9,Needs work on assignments and presentation skills.
4CB21CB674,18,17,16,9,9,5,7,13,Consistent performance in lab and assignments; improve presentations.
4CB21CB675,16,16,15,8,8,4,6,11,"Strong in practicals, needs more focus on assignments and reports."
4CB21CB676,14,15,12,6,7,3,5,9,Needs improvement in discipline and report quality.
4CB21CB677,13,14,12,5,6,3,4,8,Needs focus on lab work and reports.
4CB21CB678,19,20,18,10,10,5,8,14,"Excellent student, keep up the good work in all areas."
4CB21CB679,16,15,14,8,8,4,6,12,Needs to focus more on assignments and presentations.
4CB21CB680,17,18,16,9,9,5,7,13,"Strong in all aspects, but needs to improve on presentation skills."
4CB21CB681,13,14,12,6,7,3,4,9,Needs more attention to discipline and report writing.
4CB21CB682,16,17,16,8,9,4,6,12,Good performance overall; requires improvement in presentations.
4CB21CB683,18,19,17,9,9,5,7,13,"Excellent in lab work, needs to focus more on reports."
4CB21CB684,15,14,15,7,8,3,5,10,Needs improvement in presentation and assignment work.
4CB21CB685,13,15,14,6,7,3,5,9,Needs focus on lab work and theory.
4CB21CB686,16,17,16,8,8,4,6,12,Good performance in lab; needs improvement in reports.
4CB21CB687,19,18,17,9,9,5,7,13,"Consistent performance, needs work on assignments."
4CB21CB688,15,16,14,7,8,3,5,10,Needs improvement in report writing and discipline.
4CB21CB689,13,14,12,5,6,3,4,8,Needs more focus on theory and practical work.
4CB21CB690,17,19,18,9,9,5,7,13,Strong performance in all areas; focus on report writing.
4CB21CB691,18,17,16,9,9,4,7,12,"Good in practicals, needs improvement in assignments and reports."
4CB21CB692,16,15,14,7,8,3,5,10,Needs more attention to presentations and reports.
4CB21CB693,14,17,15,8,9,4,6,12,"Strong in assignments, work on presentations and discipline."
4CB21CB694,18,19,18,10,10,5,8,15,"Excellent in all areas, maintain high standards."
4CB21CB695,18,17,16,9,9,5,7,13,"Consistent in lab and theory, but needs to work on presentations."
4CB21CB696,15,14,14,7,8,3,5,9,Needs work on discipline and presentation.
4CB21CB697,16,18,16,9,9,4,6,12,Good in lab and presentations; reports need improvement.
4CB21CB698,19,20,19,10,10,5,8,15,Outstanding performance across all categories.
4CB21CB699,13,15,14,5,6,3,4,8,Needs improvement in both assignments and presentations.
4CB21CB700,17,18,16,9,9,4,6,12,Needs more focus on reports and assignments.
4CB21CB701,16,14,15,7,8,4,5,10,Good performance overall; needs to focus on presentations.
4CB21CB702,14,17,15,8,9,4,6,12,"Shows good discipline, needs to work on reports."
4CB21CB703,13,15,12,6,7,3,5,9,Needs improvement in lab work and presentation skills.
4CB21CB704,19,18,17,9,9,5,7,13,Excellent work in lab and presentation.
4CB21CB705,16,16,15,8,9,4,6,12,"Consistent in theory, but needs to improve presentations."
4CB21CB706,14,15,13,6,6,3,5,9,Needs to focus more on assignments and presentations.
4CB21CB707,15,16,14,7,8,3,5,10,Needs more attention to reports and presentations.
4CB21CB708,14,13,12,5,6,3,4,8,Needs improvement in lab work and theory.
4CB21CB709,17,18,16,9,9,4,6,12,Shows good performance; work on report writing.
4CB21CB710,18,19,17,9,9,5,7,13,"Excellent lab work, needs improvement in reports and presentations."
4CB21CB711,16,17,15,8,9,4,6,11,"Good performance in all areas, needs work on presentations."
4CB21CB712,13,14,12,6,7,3,4,9,Needs more focus on theory and discipline.
4CB21CB713,16,18,17,8,9,4,5,12,"Good performance, but needs improvement in presentation skills."
4CB21CB714,15,14,15,7,8,3,5,10,Needs improvement in assignments and presentation.
4CB21CB715,13,14,12,6,7,3,4,9,Needs more focus on reports and lab work.
4CB21CB716,18,19,17,9,9,5,7,13,"Great lab performance, work more on assignments."
4CB21CB717,13,15,12,5,6,3,4,8,Needs improvement in theory and practical work.
4CB21CB718,19,20,19,10,10,5,8,15,"Excellent work in all areas, keep it up."
4CB21CB719,16,14,15,7,8,4,5,10,Needs to improve report quality and presentation.
4CB21CB720,14,15,13,6,7,3,5,9,Needs work on both lab work and assignments.
4CB21CB721,18,17,16,9,9,5,6,12,Consistent performance; needs work on presentations.
4CB21CB722,16,18,16,8,9,4,6,12,"Strong in theory, needs more focus on report writing."
4CB21CB723,19,18,18,10,9,2,4,12,Excellent performance in all aspects. Keep up the good work!
4CB21CB724,18,19,18,8,10,2,5,11,Good performance. Focus on improving theory and practical skills.
4CB21CB725,18,18,18,10,9,3,5,11,Good performance. Focus on improving theory and practical skills.
4CB21CB726,19,20,18,8,10,3,4,11,Very good performance. Minor improvements can be made in theory.
4CB21CB727,17,18,19,9,8,3,4,10,Solid performance. Focus on improving practical and seminar skills.
4CB21CB728,20,19,20,10,9,4,5,12,Outstanding performance. Excellent all-around work!
4CB21CB729,18,17,18,7,8,2,4,9,"Good performance, but improvements needed in theory and lab work."
4CB21CB730,19,19,19,9,10,3,5,12,"Very good performance, continue working on theory."
4CB21CB731,16,18,17,8,7,2,3,10,Needs improvement in theory and practical work.
4CB21CB732,20,20,20,10,10,4,5,13,"Excellent work, keep up the great performance!"
4CB21CB733,18,19,19,9,9,3,4,11,"Very good performance, work on time management."
4CB21CB734,19,17,18,8,9,2,4,10,"Good performance, but needs improvement in seminar presentation."
4CB21CB735,18,19,20,9,8,3,5,11,Good work. Focus on improving lab performance.
4CB21CB736,17,17,18,7,8,2,4,9,"Performance is average, improvements needed in all areas."
4CB21CB737,19,20,18,10,9,4,5,12,"Excellent work, just refine your practical skills."
4CB21CB738,18,18,19,9,8,3,4,11,Good performance. Focus on improving your seminar skills.
4CB21CB739,20,19,20,10,9,4,5,13,Outstanding work across all areas!
4CB21CB740,17,18,17,8,7,2,3,9,"Average performance, needs significant improvements."
4CB21CB741,18,19,18,9,8,3,4,11,"Solid performance, but could improve in lab work."
4CB21CB742,19,20,19,10,10,4,5,12,Excellent work! Keep up the great performance.
4CB21CB743,18,18,19,9,8,3,4,10,"Good performance, needs improvement in practical skills."
4CB21CB744,17,17,18,7,8,2,3,9,Needs significant improvement in both theory and practical work.
4CB21CB745,19,18,17,8,9,3,4,11,"Good performance, focus on improving theory and practical skills."
4CB21CB746,18,17,18,7,8,2,3,9,Needs improvement in both theory and practical aspects.
4CB21CB747,20,19,20,10,9,4,5,12,Excellent performance in all areas. Great work!
4CB21CB748,18,18,17,8,9,3,4,10,"Solid performance, improvements needed in lab and seminar work."
4CB21CB749,19,20,18,10,10,4,5,13,Outstanding performance. Keep up the excellent work!
4CB21CB750,17,18,19,7,8,2,3,9,"Good effort, but needs improvement in all areas."
4CB21CB751,18,17,20,9,9,3,4,11,"Good performance, could improve in practical and seminar aspects."
4CB21CB752,19,19,18,8,9,3,4,11,Very good performance. Keep improving in theory.
4CB21CB753,18,18,17,7,8,2,3,9,"Average performance, focus on improving practical skills."
4CB21CB754,17,17,18,7,8,2,3,9,"Needs significant improvement, especially in theory and lab work."
4CB21CB755,19,18,20,10,9,3,5,12,"Very good performance, improve time management and lab skills."
4CB21CB756,18,19,18,9,9,3,4,11,Good performance. Focus on lab work improvement.
4CB21CB757,19,20,19,10,9,4,5,12,"Excellent work, great improvement in all areas."
4CB21CB758,18,17,18,7,8,2,3,9,"Good effort, but improvement needed in practical aspects."
4CB21CB759,17,17,17,7,7,2,3,8,Needs improvement across all areas. Focus on basic understanding.
4CB21CB760,19,18,18,9,9,3,4,11,"Solid performance, could improve in practical sessions."
4CB21CB761,18,19,17,8,9,3,4,10,"Good performance, work on practical skills and seminar work."
4CB21CB762,17,18,18,7,8,2,3,9,"Good effort, needs improvement in practical and seminar skills."
4CB21CB763,19,18,19,9,9,3,4,11,"Very good performance, small improvements needed in theory."
4CB21CB764,18,17,19,9,8,3,4,10,"Good performance, focus on theory and lab work."
4CB21CB765,19,20,18,10,9,4,5,12,Excellent performance! Keep it up!
4CB21CB766,18,18,17,8,8,2,3,9,"Performance is average, focus on improving all areas."
4CB21CB767,19,19,20,9,10,3,4,12,"Very good performance, just work on seminar skills."
4CB21CB768,18,17,19,7,9,2,3,10,Needs improvement in lab work and theory.
4CB21CB769,17,18,20,8,8,3,4,10,"Good work, improve lab and seminar skills."
4CB21CB770,19,19,18,9,10,3,5,12,"Excellent work, continue performing at this level!"
4CB21CB771,18,18,19,8,9,3,4,11,Good performance. Focus on improving theory and lab work.
4CB21CB772,19,20,18,10,9,4,5,13,"Excellent performance, very consistent across all areas."
4CB21CB773,17,17,18,7,7,2,3,9,"Needs improvement, especially in practical work."
4CB21CB774,19,18,20,10,9,4,5,13,Outstanding performance! Well done across all aspects.
4CB21CB775,18,17,18,8,9,2,3,10,"Solid performance, could improve in seminar presentation."
4CB21CB776,17,18,18,8,7,2,3,9,"Needs improvement, especially in theory and practical work."
4CB21CB777,19,19,20,10,9,4,5,12,Excellent performance in all areas!
4CB21CB778,18,18,19,9,8,3,4,11,"Good performance, could improve in practical work."
4CB21CB779,17,18,19,8,8,3,4,10,"Good work, focus on improving practical skills."
4CB21CB780,19,19,18,9,9,3,4,11,Very good performance. Keep working on lab skills.
4CB21CB781,18,19,17,9,8,2,4,10,"Good performance, focus on improving theory."
4CB21CB782,19,18,18,10,9,3,5,12,Very good performance. Refine your time management skills.
4CB21CB783,18,19,19,8,9,3,4,11,"Good performance, work on improving seminar skills."
4CB21CB784,17,18,20,8,8,2,3,10,Good effort. Improve seminar and practical skills.
4CB21CB785,19,19,20,10,9,4,5,12,"Excellent performance, great work!"
4CB21CB786,18,18,19,9,8,3,4,11,"Good performance, work on practical improvements."
4CB21CB787,17,17,18,7,8,2,3,9,Needs improvement in both theory and practical work.
4CB21CB788,19,19,20,10,9,4,5,12,"Excellent performance, keep it up!"
4CB21CB789,18,18,17,9,8,3,4,10,"Solid performance, needs improvement in seminar presentation."
4CB21CB790,19,20,20,10,9,4,5,13,"Outstanding performance, excellent across all areas."
4CB21CB791,17,18,17,7,8,2,3,9,Performance needs significant improvement in theory and practical.
4CB21CB792,19,18,18,9,9,3,4,11,Very good performance. Keep improving on practical skills.
4CB21CB793,18,19,19,9,8,3,4,11,"Good performance, needs improvement in practical aspects."
4CB21CB794,17,18,19,7,7,2,3,9,Needs improvement in theory and practical aspects.
4CB21CB795,19,18,18,9,9,3,4,11,Good performance. Focus on improving practical skills.
4CB21CB796,18,19,20,9,9,3,5,12,Very good performance. Focus on practical skills.
4CB21CB797,17,18,18,7,8,2,3,9,Needs improvement across all areas. Focus on lab work.
4CB21CB798,19,18,18,9,9,3,4,11,"Solid performance, could improve on lab skills."
4CB21CB799,18,19,17,9,8,3,4,10,"Good work, needs to focus more on practical aspects."
4CB21CB800,17,17,18,7,7,2,3,9,"Performance is below expectations, improvement is needed."
4CB21CB801,19,19,19,10,9,4,5,12,"Excellent work, continue with the good performance."
4CB21CB802,18,18,19,9,9,3,4,11,"Good performance, work on practical work and seminar skills."
4CB21CB803,17,17,17,7,7,2,3,9,"Performance needs improvement, focus on practical and seminar work."
4CB21CB804,19,18,18,9,9,3,4,11,"Good performance, focus on improving practical skills."
4CB21CB805,18,19,19,8,10,3,4,11,Very good performance. Keep up the good work!
4CB21CB806,17,18,17,7,8,2,3,9,"Needs improvement in all areas, focus on theory."
4CB21CB807,18,18,18,8,9,3,4,10,"Solid performance, work on improving practical skills."
4CB21CB808,20,19,20,10,9,4,5,12,Excellent performance. Continue with this standard.
4CB21CB809,19,18,18,9,9,3,4,11,"Good performance, needs to focus on lab skills."
4CB21CB810,17,17,16,7,7,2,3,9,Needs improvement in both theory and practical skills.
4CB21CB811,18,19,18,9,9,3,4,11,"Strong performance, minor improvement needed in practical work."
4CB21CB812,19,20,19,10,9,4,5,12,Excellent performance across all areas.
4CB21CB813,18,19,18,8,9,3,4,10,"Good performance, focus on improving lab work."
4CB21CB814,20,20,20,10,10,4,5,12,"Exceptional performance, continue excelling in all areas."
4CB21CB815,18,17,18,8,8,3,4,10,"Good performance, needs improvement in practical skills."
4CB21CB816,19,18,19,9,9,3,4,11,"Strong performance, minor improvement needed in theory."
4CB21CB817,17,17,17,7,7,2,3,9,"Needs significant improvement, especially in theory."
4CB21CB818,18,19,18,9,9,3,4,11,"Solid performance, focus on theory and lab work."
4CB21CB819,19,20,20,10,10,4,5,12,Outstanding performance. Keep up the good work!
4CB21CB820,18,18,19,8,9,3,4,10,"Good performance, focus on practical skills."
4CB21CB821,20,19,19,10,9,4,5,12,"Excellent performance, continue with this level of effort."
4CB21CB822,19,18,17,9,8,3,4,10,"Good performance, work on improving theory and seminar."
4CB21CB823,18,19,18,8,9,3,4,11,"Strong performance, minor improvements needed in practical skills."
4CB21CB824,18,17,18,8,8,3,4,10,"Good performance, work on theory and practical skills."
4CB21CB825,19,19,18,9,9,3,4,11,"Solid performance, minor improvements in lab work needed."
4CB21CB826,17,17,16,7,7,2,3,9,Needs improvement in all aspects. Focus on practical work.
4CB21CB827,18,19,18,9,9,3,4,11,"Good performance, focus on improving practical skills."
4CB21CB828,20,20,19,10,9,4,5,12,"Excellent performance, continue with this effort."
4CB21CB829,19,19,18,9,8,3,4,11,"Solid work, needs improvement in seminar presentation."
4CB21CB830,18,18,17,8,9,3,4,10,"Good performance, work on lab work and seminar presentation."
4CB21CB831,17,17,18,7,8,2,3,9,Needs improvement in practical and theoretical aspects.
4CB21CB832,19,20,19,10,9,4,5,12,"Excellent performance, keep it up!"
4CB21CB833,18,19,18,8,9,3,4,10,"Solid work, focus more on lab work and practical aspects."
4CB21CB834,20,19,19,10,9,4,5,12,"Outstanding performance, excellent in seminars."
4CB21CB835,18,17,18,8,8,3,4,10,"Good work, needs to focus more on practical aspects."
4CB21CB836,19,19,19,9,9,3,4,11,"Strong performance, continue working on seminar skills."
4CB21CB837,17,16,17,7,7,2,3,9,"Needs significant improvement, focus on theory and lab work."
4CB21CB838,18,19,18,8,9,3,4,10,"Good performance, focus on lab and practical skills."
4CB21CB839,20,19,20,10,10,4,5,12,Excellent performance across all areas.
4CB21CB840,19,20,19,10,9,4,5,12,"Excellent work, keep it up!"
4CB21CB841,18,17,18,8,8,3,4,10,"Good performance, needs improvement in practical skills."
4CB21CB842,17,18,19,7,7,2,3,9,Needs improvement in both theory and practical skills.
4CB21CB843,18,19,18,8,9,3,4,10,"Good work, needs to improve lab skills."
4CB21CB844,19,18,19,9,9,3,4,11,"Strong performance, focus on practical aspects."
4CB21CB845,20,19,19,10,9,4,5,12,"Excellent performance, continue excelling in seminars."
4CB21CB846,18,18,17,8,8,3,4,10,"Good performance, work on lab work and seminar presentation."
4CB21CB847,17,17,18,7,8,2,3,9,Needs improvement in theory and practical aspects.
4CB21CB848,18,19,19,8,9,3,4,10,"Good performance, work on lab and seminar skills."
4CB21CB849,19,19,19,9,9,3,4,11,"Strong performance, focus on lab and practical work."
4CB21CB850,20,20,20,10,10,4,5,12,"Excellent performance, continue excelling in all areas."
4CB21CB851,18,18,18,8,9,3,4,10,"Solid performance, focus on improving practical skills."
4CB21CB852,17,16,17,7,7,2,3,9,"Needs improvement, particularly in lab work."
4CB21CB853,18,17,18,8,8,3,4,10,"Good performance, work on lab skills and theory."
4CB21CB854,19,19,18,9,9,3,4,11,"Strong performance, continue to improve lab work."
4CB21CB855,20,20,20,10,9,4,5,12,"Excellent performance, keep excelling!"
4CB21CB856,18,18,18,8,8,3,4,10,"Good performance, needs to focus on practical work."
4CB21CB857,17,17,18,7,7,2,3,9,"Needs improvement, particularly in practical work."
4CB21CB858,18,19,19,8,9,3,4,10,"Good performance, focus on practical and seminar work."
4CB21CB859,19,18,18,9,9,3,4,11,"Solid performance, work on seminar skills."
4CB21CB860,17,16,17,7,7,2,3,9,"Needs improvement, especially in theory and lab work."
4CB21CB861,18,18,18,8,8,3,4,10,"Good performance, work on practical aspects."
4CB21CB862,19,19,19,9,9,3,4,11,"Strong performance, focus on practical skills."
4CB21CB863,17,17,17,7,7,2,3,9,"Needs improvement, work on all areas."
4CB21CB864,18,19,18,8,9,3,4,10,"Solid performance, work on seminar presentation."
4CB21CB865,19,18,19,9,9,3,4,11,"Strong work, needs improvement in practical aspects."
4CB21CB866,20,20,20,10,10,4,5,12,"Excellent performance, keep up the great work."
4CB21CB867,18,19,18,8,8,3,4,10,"Good performance, focus more on practical work."
4CB21CB868,19,19,19,9,9,3,4,11,"Solid performance, needs improvement in seminar."
4CB21CB869,20,19,20,10,10,4,5,12,"Excellent performance, continue excelling."
4CB21CB870,17,16,17,7,7,2,3,9,"Needs improvement, focus on both theory and practical work."
4CB21CB871,18,19,18,8,8,3,4,10,"Solid performance, needs improvement in practical work."
4CB21CB872,19,20,19,10,9,4,5,12,"Excellent performance, keep up the good work."
4CB21CB873,18,18,18,8,8,3,4,10,"Good performance, work on improving practical skills."
4CB21CB874,17,17,17,7,7,2,3,9,Needs improvement in theory and lab work.
4CB21CB875,18,19,18,8,9,3,4,10,"Good performance, needs to work more on lab skills."
4CB21CB876,19,19,19,9,9,3,4,11,"Strong work, keep up the effort."
4CB21CB877,20,19,20,10,10,4,5,12,"Excellent performance, continue excelling."
4CB21CB878,18,18,18,8,8,3,4,10,"Good performance, focus on practical aspects."
4CB21CB879,17,16,17,7,7,2,3,9,"Needs improvement, focus more on lab work."
4CB21CB880,18,19,18,8,8,3,4,10,"Solid performance, work on lab skills and theory."
4CB21CB881,19,19,19,9,9,3,4,11,"Strong performance, continue to improve practical aspects."
4CB21CB882,20,20,20,10,10,4,5,12,"Excellent work, continue excelling."
4CB21CB883,18,18,17,8,8,3,4,10,"Good performance, focus more on practical skills."
4CB21CB884,19,20,19,10,9,4,5,12,"Excellent performance, keep up the good work!"
4CB21CB885,17,17,16,7,7,2,3,9,Needs significant improvement. Focus on all aspects.
4CB21CB886,18,18,19,8,8,3,4,10,"Good work, needs improvement in seminar presentation."
4CB21CB887,19,19,19,9,9,3,4,11,"Strong work, needs more improvement in practical skills."
4CB21CB888,20,20,20,10,10,4,5,12,"Excellent performance, continue excelling in all areas."
4CB21CB889,18,17,18,8,8,3,4,10,"Good performance, focus on improving practical skills."
4CB21CB890,17,16,17,7,7,2,3,9,Needs improvement in all areas.
4CB21CB891,19,19,18,9,9,3,4,11,"Solid performance, work on practical aspects."
4CB21CB892,20,19,20,10,9,4,5,12,"Excellent performance, keep up the great work."
4CB21CB893,18,18,19,8,9,3,4,10,"Good work, focus on practical aspects."
4CB21CB894,19,19,19,10,10,3,4,12,Excellent performance. Keep up the good work!
4CB21CB895,18,18,19,8,9,2,4,11,Very good performance. Minor improvements needed.
4CB21CB896,19,18,20,10,9,3,5,12,Excellent performance in all aspects.
4CB21CB897,19,19,20,9,10,2,4,11,Excellent performance. Keep up the good work!
4CB21CB898,18,19,18,8,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB899,18,19,19,9,10,2,4,11,Excellent performance. Keep up the good work!
4CB21CB900,19,18,19,10,9,3,4,12,Very good performance. Minor improvements needed.
4CB21CB901,19,19,20,9,10,3,5,12,Excellent performance in all aspects.
4CB21CB902,18,18,19,8,9,2,4,11,Excellent performance. Keep up the good work!
4CB21CB903,19,18,18,9,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB904,18,19,19,10,9,3,5,12,Excellent performance. Keep up the good work!
4CB21CB905,18,18,19,9,9,2,4,11,Excellent performance. Keep up the good work!
4CB21CB906,19,19,18,8,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB907,18,19,19,9,10,3,4,12,Excellent performance. Keep up the good work!
4CB21CB908,19,20,18,10,10,3,5,12,Excellent performance in all aspects.
4CB21CB909,19,19,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB910,18,18,19,8,9,2,4,11,Very good performance. Minor improvements needed.
4CB21CB911,19,19,20,9,9,3,5,12,Excellent performance. Keep up the good work!
4CB21CB912,19,18,19,9,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB913,18,19,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB914,19,19,19,9,10,3,4,12,Excellent performance in all aspects.
4CB21CB915,18,18,19,8,9,2,4,11,Excellent performance. Keep up the good work!
4CB21CB916,19,18,20,9,9,3,5,12,Excellent performance. Keep up the good work!
4CB21CB917,18,19,19,10,9,3,4,12,Excellent performance. Keep up the good work!
4CB21CB918,19,19,18,9,9,2,4,11,Very good performance. Minor improvements needed.
4CB21CB919,19,18,19,9,10,3,4,11,Excellent performance. Keep up the good work!
4CB21CB920,18,19,20,10,9,3,5,12,Excellent performance in all aspects.
4CB21CB921,19,18,19,9,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB922,18,19,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB923,19,20,18,10,9,3,5,12,Excellent performance in all aspects.
4CB21CB924,18,19,20,9,9,2,4,11,Excellent performance. Keep up the good work!
4CB21CB925,19,18,19,9,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB926,19,19,20,10,10,3,5,12,Excellent performance in all aspects.
4CB21CB927,18,18,19,8,9,2,4,11,Good performance. Focus on improving theory.
4CB21CB928,19,19,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB929,19,18,19,9,10,2,4,11,Excellent performance. Keep up the good work!
4CB21CB930,18,19,20,9,9,3,5,12,Excellent performance in all aspects.
4CB21CB931,19,19,19,10,9,3,5,12,Excellent performance in all aspects.
4CB21CB932,18,18,19,8,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB933,19,19,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB934,19,19,20,9,10,3,5,12,Excellent performance in all aspects.
4CB21CB935,18,18,19,8,9,2,4,11,Very good performance. Minor improvements needed.
4CB21CB936,19,18,20,10,9,3,5,12,Excellent performance. Keep up the good work!
4CB21CB937,18,19,19,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB938,19,18,19,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB939,18,19,18,9,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB940,19,19,19,9,10,3,4,12,Excellent performance in all aspects.
4CB21CB941,19,18,20,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB942,18,18,18,9,9,2,4,11,Good performance. Focus on improving theory.
4CB21CB943,19,19,19,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB944,18,18,19,9,10,3,4,11,Very good performance. Minor improvements needed.
4CB21CB945,19,20,20,10,10,3,5,12,Excellent performance in all aspects.
4CB21CB946,19,19,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB947,18,19,20,10,9,3,5,12,Excellent performance. Keep up the good work!
4CB21CB948,19,18,18,9,10,3,4,11,Very good performance. Minor improvements needed.
4CB21CB949,18,19,19,9,9,2,4,11,Very good performance. Minor improvements needed.
4CB21CB950,19,18,20,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB951,18,19,18,9,9,2,4,11,Excellent performance. Keep up the good work!
4CB21CB952,19,19,19,9,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB953,18,18,18,9,9,2,4,11,Excellent performance. Keep up the good work!
4CB21CB954,19,19,18,9,10,3,4,11,Excellent performance. Keep up the good work!
4CB21CB955,18,19,18,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB956,19,18,20,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB957,18,19,19,9,9,2,4,11,Very good performance. Minor improvements needed.
4CB21CB958,19,20,20,10,9,3,5,12,Excellent performance in all aspects.
4CB21CB959,18,18,19,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB960,19,19,18,9,10,3,4,11,Excellent performance. Keep up the good work!
4CB21CB961,18,19,19,9,9,2,4,11,Good performance. Focus on improving theory.
4CB21CB962,19,18,18,9,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB963,19,19,20,10,9,3,5,12,Excellent performance in all aspects.
4CB21CB964,18,18,18,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB965,19,18,19,9,10,3,4,11,Excellent performance. Keep up the good work!
4CB21CB966,18,19,19,9,9,3,4,11,Very good performance. Minor improvements needed.
4CB21CB967,19,19,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB968,18,18,20,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB969,19,19,18,9,10,3,4,11,Excellent performance. Keep up the good work!
4CB21CB970,19,18,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB971,18,19,19,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB972,19,19,20,10,9,3,5,12,Excellent performance in all aspects.
4CB21CB973,18,18,19,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB974,19,18,19,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB975,19,20,18,10,9,3,5,12,Excellent performance in all aspects.
4CB21CB976,18,18,19,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB977,19,19,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB978,18,19,20,10,9,3,5,12,Excellent performance in all aspects.
4CB21CB979,19,18,19,9,10,3,4,11,Very good performance. Minor improvements needed.
4CB21CB980,18,18,18,9,9,2,4,11,Good performance. Focus on improving theory.
4CB21CB981,19,19,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB982,18,19,19,9,9,3,4,11,Good performance. Focus on improving theory.
4CB21CB983,19,19,18,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB984,19,18,19,9,9,3,4,11,Excellent performance. Keep up the good work!
4CB21CB985,18,19,18,9,9,2,4,11,Good performance. Focus on improving theory.
